Programme_ID,Programme_Nom,Description,URL_Tracking,Code_HTML,Promo_ID
,Youprice,"Le Turbo : 7,99€ SFR avec 14Go en UE/DOM ",https://oxq.youprice.fr/?P5123E95828231F33,,
,Youprice,"Le Turbo : 100Go 5G incluse 8,99€ Orange 
",https://oxq.youprice.fr/?P5123E95828231F31,,
,Youprice,"Le Zénith à 10,99€ SFR avec 16Go en UE/DOM",https://oxq.youprice.fr/?P5123E95828231F7,,
,Youprice,"Le Zénith 200Go 5G incluse à 11,99€ Orange
",https://oxq.youprice.fr/?P5123E95828231F5,,
,NRJ Mobile,"Forfait sans engagement 200Go 5G à 7,99€
",https://action.metaffiliation.com/trk.php?mclic=P51234D58282311183,,
,NRJ Mobile,"Forfait sans engagement 2Go  à seulement 2€ par mois
",https://action.metaffiliation.com/trk.php?mclic=P51234D58282311223,,
,NRJ Mobile,"Forfait sans engagement 300Go 5G à 9,99€",https://action.metaffiliation.com/trk.php?mclic=P51234D582823111833,,
,NRJ Mobile,"Forfait sans engagement 60Go à 5,99€
",https://action.metaffiliation.com/trk.php?mclic=P51234D58282311195,,
,NRJ Mobile,"Forfait sans engagement 6Go à seulement 2,99€ par mois et 6Go en 4G inclus depuis EU/DOM, 
",https://action.metaffiliation.com/trk.php?mclic=P51234D58282311189,,
,NRJ Mobile,Forfaits SE,https://action.metaffiliation.com/trk.php?mclic=P51234D58282311203,,
,Auchan Telecom,"Forfait sans engagement 2Go  à seulement 1,99€ par mois",https://action.metaffiliation.com/trk.php?mclic=P51234F5828231153,,
,Auchan Telecom,"Forfait sans engagement 100Go 6,99€/mois",https://action.metaffiliation.com/trk.php?mclic=P51234F582823111,,
,Auchan Telecom,"Forfait sans engagement 200Go 5G à 7,99€/mois",https://action.metaffiliation.com/trk.php?mclic=P51234F582823117,,
,Auchan Telecom,"Forfait sans engagement 50Go 4,99€",https://action.metaffiliation.com/trk.php?mclic=P51234F5828231155,,
,Auchan Telecom,Forfaits SE Auchan Télécom,https://action.metaffiliation.com/trk.php?mclic=P51234F5828231147,,
,Auchan Telecom,Forfaits SE Auchan Télécom,https://action.metaffiliation.com/trk.php?mclic=P51234F5828231151,,
335728,Lycamobile FR,Lyca FR LP Tradedoubler,https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25834168,,
335728,Lycamobile FR,Lyca test_do_not_use,https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25578160,,
335728,Lycamobile FR,"6.99 Euros for 30 Days, 
Unlimited national minutes,
80GB DATA,
Unlimited national SMS,
9GB EU Roaming Data,
eSIM available.",https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25799710,,
335728,Lycamobile FR,"6.99 Euros for 30 jours
Appels nationaux ILLIMITÉS
80 Go DATA
SMS nationaux ILLIMITÉS
9Go Roaming EU
eSIM disponible",https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25799712,,
335728,Lycamobile FR,"Special Offer!
7.99 Euros for 30Days,
Unlimited national minutes,
200GB DATA,
Unlimited national SMS,
10.5GB EU Roaming Data,
eSIM available",https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25799740,,
335728,Lycamobile FR,"OFFRE SPECIALE LIMITEE !
7.99 EUROS
200Go DATA,
Appels nationaux ILLIMITÉS
SMS nationaux ILLIMITÉS
10.5Go Roaming EU
eSIM disponible",https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25799742,,
335728,Lycamobile FR,"Forfait 5go -Pass Budget
Appels nationaux ILLIMITÉS
300 SMS nationaux
50 Minutes internationales
5 Go Roaming EU
eSIM disponible",https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25798300,,
335728,Lycamobile FR,"Pass budget
5GB DATA, Unlimited national calls
300 National SMS
50 Minutes to international
5GB EU Roaming Data
eSIM available",https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25798298,,
335728,Lycamobile FR,"350GB at 14.99&euro; 24 Month Contract
Instant eSim
Unlimited Minutes and SMS
Unlimited International Calls
20 GB Roaming for EU, UK and Switzerland
Unlimited EU mins and text when roaming in EU",https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25781808,,
335728,Lycamobile FR,"Instant eSim
Unlimited Minutes and SMS
Unlimited International Calls
11 GB Roaming for EU, UK and Switzerland
Unlimited EU mins and text when roaming in EU",https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25781692,,
335728,Lycamobile FR,"Instant eSim
Unlimited Minutes and SMS
Unlimited International Calls
20 GB Roaming for EU, UK and Switzerland
Unlimited EU mins and text when roaming in EU",https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25781806,,
335728,Lycamobile FR,"200GB at 7.99&euro;
Instant eSim
Unlimited Minutes and SMS
Unlimited International Calls
11 GB Roaming for UE, UK and Switzerland
Unlimited EU mins and text when roaming in EU",https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25781690,,
335728,Lycamobile FR,"350Go à 14.99&euro;
Appels et SMS nationaux illimités
Appels internationaux illimités
20 Go de roaming Europe",https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25781770,,
335728,Lycamobile FR,"200Go à 7.99&euro;
Appels et SMS nationaux illimités
Appels internationaux ILLIMITÉS vers 50 destinations fixes et mobiles
11 Go valables en Europe",https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25781766,,
335728,Lycamobile FR,"300Go à 14.99&euro;
Appels et SMS nationaux illimités
Appels internationaux ILLIMITÉS vers 50 destinations fixes et mobiles
20 Go valables en Europe",https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25781688,,
335728,Lycamobile FR,"200Go à 6.99&euro;
Appels et SMS nationaux illimités
Appels internationaux illimités
11 Go de roaming Europe
contrat de 24 mois",https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25781768,,
335728,Lycamobile FR,LycaTest_preprodURL_DoNotUse,https://clk.tradedoubler.com/click?p=335728&a=3360332&g=25743024,,
